exclusive_s,file
0.073265,int.jl
0.072844,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/MatrixFields.jl
0.071765,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NCDatasets/xJGTj/src/netcdf_c.jl
0.070000,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/HDF5/8g5ny/src/api/functions.jl
0.068593,bitarray.jl
0.067261,none
0.065249,complex.jl
0.063925,reducedim.jl
0.061472,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ForwardDiff/EaKqS/src/dual.jl
0.060718,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/prognostic_equations/eddy_diffusion_closures.jl
0.060678,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/RRTMGP/Ypk6N/ext/CreateParametersExt.jl
0.059622,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/HDF5/8g5ny/src/properties.jl
0.058739,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/StaticBitVector.jl
0.058604,/cache/build/builder-amdci4-7/julialang/julia-release-1-dot-11/usr/share/julia/stdlib/v1.11/LinearAlgebra/src/generic.jl
0.058226,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/integrators.jl
0.055997,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_iterative_solver.jl
0.054581,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/Interpolations/rXcvn/src/gridded/gridded.jl
0.054276,/dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/TOML/src/print.jl
0.054242,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/AtmosphericProfilesLibrary/9zsmH/src/AtmosphericProfilesLibrary.jl
0.054157,binaryplatforms.jl
0.050349,mpfr.jl
0.049927,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Topologies/dss.jl
0.049058,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/diagnostics/default_diagnostics.jl
0.048458,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/SparseMatrixColorings/cNs01/src/order.jl
0.047361,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/IceNucleation.jl
0.045353,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/HDF5/8g5ny/src/readwrite.jl
0.044538,/dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/types.jl
0.043701,strings/search.jl
0.041247,permuteddimsarray.jl
0.040947,strings/string.jl
0.040742,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/column_datasets/ClimaColumnFiles.jl
0.040479,multinverses.jl
0.039981,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/cache.jl
0.039763,/dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/io.jl
0.039742,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/microphysics/sgs_quadrature.jl
0.039224,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/ClimaTimeSteppers.jl
0.039030,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parent_budget/schema.jl
0.038475,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/prognostic_equations/implicit/auto_sparse_jacobian.jl
0.037757,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Geometry/conversions.jl
0.037449,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/FastGaussQuadrature/UapW8/src/gausslegendre.jl
0.036680,task.jl
0.036526,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/functions.jl
0.035578,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaUtilities/j7nhe/src/ITime.jl
0.035063,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/surface_albedo.jl
0.034124,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Meshes/interval.jl
0.032468,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/callbacks/callback_helpers.jl
0.032234,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/diagnostics/diagnostic.jl
0.031607,accumulate.jl
0.031580,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StructArrays/fvsNe/src/structarray.jl
0.031240,div.jl
0.031160,pointer.jl
0.031069,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/gravity_wave_drag/orographic_gravity_wave.jl
0.030817,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/BulkMicrophysicsTendencies.jl
0.030067,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/solvers/imex_ark.jl
0.029978,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Remapping/remapping_utils.jl
0.029947,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/utilities/sparse_coeffs.jl
0.029506,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/setups/common/physical_state.jl
0.029265,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/traits.jl
0.028742,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/simulation/restart.jl
0.028107,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/LazyBroadcast/cVJME/src/LazyBroadcast.jl
0.027740,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/GilbertCurves/mYwLF/src/GilbertCurves.jl
0.027479,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/DiskArrays/RMZbt/src/zip.jl
0.027086,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CommonDataModel/xg2OM/src/defer.jl
0.026515,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaUtilities/j7nhe/ext/DataHandlingExt.jl
0.026501,special/trig.jl
0.026400,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/recursive_apply.jl
0.026389,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/DiskArrays/RMZbt/src/batchgetindex.jl
0.026323,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/band_matrix_row.jl
0.026197,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/Microphysics1M.jl
0.026113,/dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/topography/topography.jl
0.025792,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/fieldvector.jl
0.025543,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/spectralelement.jl
0.025330,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/Microphysics0M.jl
0.025280,/dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaDiagnostics/dalrR/src/ScheduledDiagnostics.jl
0.025276,refvalue.jl
0.024818,special/cbrt.jl
